Date,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BK,BBT,BLK,COF,CBOE,CB,CINF,C,CFG,CME,CMA,DFS,ETFC,FITB,FRC,BEN
2016-09-01,137.63005065917972,33.69791412353516,65.55879211425781,62.12596893310547,55.68444442749024,93.02184295654295,107.77625274658205,46.122108459472656,84.24771118164062,15.31215763092041,39.33949661254883,35.63426971435547,349.78485107421875,67.16822052001953,66.97161865234375,119.94114685058594,71.22510528564453,44.91205978393555,22.98880958557129,97.17155456542969,44.62968826293945,56.62551879882813,26.00429725646973,18.694704055786133,63.18867111206055,33.542251586914055
2016-09-02,138.26008605957028,33.752655029296875,65.83568572998047,62.442054748535156,56.106239318847656,94.15795135498048,108.50215911865234,46.6540641784668,85.17266845703125,15.331320762634276,39.5102424621582,35.7923583984375,351.36383056640625,67.69740295410156,66.56365966796875,120.61113739013672,71.76902770996094,45.05430603027344,23.13882255554199,97.001708984375,45.15161895751953,57.02455520629883,26.32239532470703,18.750680923461914,63.39413070678711,33.813499450683594
2016-09-06,139.598876953125,33.60211944580078,66.17942810058594,62.98804092407226,55.72194290161133,93.73890686035156,108.60865020751952,46.71006774902344,84.83289337158203,15.120513916015625,39.348976135253906,35.19720458984375,349.23974609375,67.08317565917969,66.54425048828125,120.82819366455078,71.7321548461914,44.84568405151367,22.782548904418945,96.27761840820312,44.41143035888672,56.69202041625977,25.80548667907715,18.536121368408203,61.93935012817383,33.78544235229492
2016-09-07,145.40687561035156,33.54281997680664,66.30355072021484,63.3999137878418,55.6469612121582,93.83201599121094,108.6667251586914,47.0833740234375,85.06884765625,15.043858528137207,39.16873550415039,35.206504821777344,351.0724792480469,67.82024383544922,66.66079711914061,120.34691619873048,71.6122817993164,45.025856018066406,23.035688400268555,96.01692199707031,44.59173583984375,56.56851196289063,25.9545955657959,18.676048278808594,62.72839736938477,34.112823486328125
2016-09-08,145.22970581054688,33.273670196533196,66.09349060058594,63.44778823852539,55.33765411376953,93.82270050048828,108.0182113647461,46.93405151367188,84.89896392822266,15.197172164916992,39.311031341552734,35.550575256347656,349.9822692871094,68.30217742919922,66.57337188720703,119.3843765258789,71.39103698730469,45.31983947753906,23.363832473754886,95.72027587890624,44.57275772094727,56.739524841308594,26.332334518432614,18.787986755371094,63.081809997558594,34.309253692626946
2016-09-09,141.76458740234375,33.027332305908196,64.89040374755861,62.37501907348633,54.9908561706543,92.57484436035156,105.43391418457031,45.8887939453125,84.21939086914062,15.08218765258789,38.82722473144531,35.52267837524414,340.3957214355469,67.70684814453125,66.04886627197266,117.27996826171876,69.60256958007811,44.73188018798828,23.26070213317871,95.33370971679688,43.84206008911133,55.80843734741211,26.391977310180664,18.592090606689453,62.28455352783203,33.280345916748054
2016-09-12,145.3773193359375,33.492630004882805,65.38692474365234,63.12214279174805,55.29079055786133,94.53975677490234,107.54395294189452,46.840721130371094,85.22931671142578,15.23550033569336,39.33000183105469,35.99692916870117,345.9596862792969,68.51006317138672,67.42812347412111,119.19564819335938,70.78260040283203,45.31983947753906,23.50446510314941,97.24848175048828,44.00336837768555,56.59701538085938,27.03811073303223,18.85329246520996,63.02427673339844,34.07540512084961
2016-09-13,142.50286865234375,32.76731109619141,64.85220336914061,61.64704895019531,54.87612533569336,92.41651916503906,106.05337524414062,46.30876159667969,83.50206756591797,15.06302261352539,38.64699172973633,35.122814178466804,339.2021179199219,67.30051422119139,66.34998321533203,118.76155853271484,69.76853179931639,44.49480438232422,23.08256912231445,96.888916015625,43.90800857543945,55.13386535644531,26.580846786499023,18.862621307373047,61.9886589050293,32.943618774414055
2016-09-14,141.66615295410156,32.753623962402344,64.34615325927734,60.80413818359375,54.73477172851562,92.38858795166016,105.48230743408205,46.122108459472656,82.42608642578125,14.976783752441404,38.45726776123047,34.806644439697266,339.0047912597656,66.70517730712889,65.80605316162111,117.62914276123048,69.07710266113281,44.333587646484375,22.876304626464844,96.68213653564452,43.7363395690918,54.58281326293945,27.077869415283203,19.00255012512207,61.7667465209961,32.915550231933594
2016-09-15,144.45204162597656,32.99995803833008,64.75672149658203,61.13938903808594,55.21539306640625,93.98101806640624,106.7696304321289,46.68206787109375,82.94520568847656,15.01511287689209,38.7513427734375,35.43898391723633,343.5160217285156,67.08317565917969,66.19457244873047,118.35576629638672,69.81463623046875,44.64653396606445,22.95130920410156,98.2373275756836,44.49929809570313,54.81083679199219,28.15144157409668,19.1611385345459,62.67084884643555,33.43935394287109
