Date,AES,AEE,AEP,AWK,ATO,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE
2017-08-23,10.483898162841797,57.23023223876953,69.49765014648439,79.35322570800781,85.40181732177734,28.02252578735352,46.11078262329102,79.82669830322266,73.26150512695312,104.0640640258789,81.32270812988281,74.75639343261719,74.170166015625,,59.71647262573242,36.495506286621094,30.931354522705078
2017-08-24,10.53008270263672,57.23972702026367,69.57349395751953,79.22710418701172,85.527587890625,27.93769454956055,45.88298034667969,79.79828643798828,73.47420501708984,103.92455291748048,81.2197494506836,74.6353988647461,74.00151824951172,,59.55569076538086,36.51455307006836,30.6871337890625
2017-08-25,10.557793617248537,57.34421920776367,69.74413299560547,79.50843811035156,85.58562469482422,28.02252578735352,46.03485488891602,80.0351333618164,74.05682373046875,103.70134735107422,81.65032196044922,75.14725494384766,74.80720520019531,,59.65972900390625,36.47645568847656,30.70591926574707
2017-08-28,10.336106300354004,57.5341911315918,70.24657440185547,79.54723358154297,85.79844665527344,28.21103858947754,46.158241271972656,80.13933563232422,74.11231231689453,104.29656982421876,81.82815551757812,75.75858306884766,74.79783630371094,,59.83942413330078,36.44788360595703,30.80924415588379
2017-08-29,10.317634582519533,57.39170837402344,70.09490203857422,78.92638397216797,85.31475830078125,28.1733341217041,46.26265335083008,79.97827911376953,74.20478820800781,104.26866912841795,81.9030532836914,75.37445068359375,74.80720520019531,,59.85834121704102,36.40026092529297,30.67774200439453
2017-08-30,10.21602725982666,57.277732849121094,69.91477203369139,78.431640625,85.11160278320312,27.956546783447266,46.10128784179688,79.65618133544922,73.58396911621094,104.1384735107422,81.6971206665039,75.23391723632812,74.36688995361328,,59.81105422973633,36.03835678100586,30.62138557434082
2017-08-31,10.197553634643556,56.98326873779297,69.80101776123047,78.48014831542969,85.16963958740234,27.91884422302246,46.07281875610352,79.83617401123047,73.53727722167969,104.46399688720705,81.71585083007812,75.12147521972656,74.170166015625,,59.58406448364258,36.06692886352539,30.60260009765625
2017-09-01,10.271448135375977,56.80278778076172,69.71569061279297,78.41223907470703,85.28573608398438,27.92826843261719,45.95891571044922,79.57090759277344,73.12651824951172,104.2779769897461,81.5192642211914,74.91535949707031,74.25447845458984,,59.1773796081543,35.75263977050781,30.452306747436523
2017-09-05,10.243738174438477,56.859779357910156,70.23709106445311,78.40253448486328,85.1502914428711,27.91884422302246,45.96841049194336,79.93091583251953,72.99581146240234,104.88249206542969,81.81881713867188,75.1964340209961,74.7509994506836,,59.53677749633789,35.80978012084961,30.546239852905273
2017-09-06,10.262212753295898,56.48932647705078,69.48817443847656,78.431640625,83.90235137939453,27.749181747436523,45.731117248535156,79.62775421142578,72.80909729003906,103.86875915527344,81.42567443847656,74.53123474121094,73.75794982910156,,59.2152099609375,35.76216506958008,30.33959007263184
